-115.9, 30.033333333333335, -85.53486877183349, 1988-01-01 12:00:00
-115.9, 30.033333333333335, -64.15115157887512, 1988-01-01 12:00:00
-115.9, 30.033333333333335, -42.767434385916744, 1988-01-01 12:00:00
-115.9, 30.033333333333335, -21.383717192958372, 1988-01-01 12:00:00
-115.9, 30.033333333333335, 0.0, 1988-01-01 12:00:00
-115.86666666666667, 30.033333333333335, -57.49783246229376, 1988-01-01 12:00:00
-115.86666666666667, 30.033333333333335, -43.12337434672032, 1988-01-01 12:00:00
-115.86666666666667, 30.033333333333335, -28.74891623114688, 1988-01-01 12:00:00
-115.86666666666667, 30.033333333333335, -14.37445811557344, 1988-01-01 12:00:00
-115.86666666666667, 30.033333333333335, 0.0, 1988-01-01 12:00:00
-115.83333333333333, 30.033333333333335, -39.53578059304951, 1988-01-01 12:00:00
-115.83333333333333, 30.033333333333335, -29.65183544478713, 1988-01-01 12:00:00
-115.83333333333333, 30.033333333333335, -19.767890296524754, 1988-01-01 12:00:00
-115.83333333333333, 30.033333333333335, -9.883945148262377, 1988-01-01 12:00:00
-115.83333333333333, 30.033333333333335, 0.0, 1988-01-01 12:00:00
-115.9, 30.066666666666666, -76.19401514922546, 1988-01-01 12:00:00
-115.9, 30.066666666666666, -57.1455113619191, 1988-01-01 12:00:00
-115.9, 30.066666666666666, -38.09700757461273, 1988-01-01 12:00:00
-115.9, 30.066666666666666, -19.048503787306366, 1988-01-01 12:00:00
-115.9, 30.066666666666666, 0.0, 1988-01-01 12:00:00
-115.86666666666667, 30.066666666666666, -51.3581744780411, 1988-01-01 12:00:00
-115.86666666666667, 30.066666666666666, -38.51863085853083, 1988-01-01 12:00:00
-115.86666666666667, 30.066666666666666, -25.67908723902055, 1988-01-01 12:00:00
-115.86666666666667, 30.066666666666666, -12.839543619510273, 1988-01-01 12:00:00
-115.86666666666667, 30.066666666666666, 0.0, 1988-01-01 12:00:00
-115.83333333333333, 30.066666666666666, -35.51372809410482, 1988-01-01 12:00:00
-115.83333333333333, 30.066666666666666, -26.635296070578615, 1988-01-01 12:00:00
-115.83333333333333, 30.066666666666666, -17.75686404705241, 1988-01-01 12:00:00
-115.83333333333333, 30.066666666666666, -8.878432023526205, 1988-01-01 12:00:00
-115.83333333333333, 30.066666666666666, 0.0, 1988-01-01 12:00:00
-115.9, 30.1, -66.89913472492957, 1988-01-01 12:00:00
-115.9, 30.1, -50.17435104369717, 1988-01-01 12:00:00
-115.9, 30.1, -33.449567362464784, 1988-01-01 12:00:00
-115.9, 30.1, -16.724783681232395, 1988-01-01 12:00:00
-115.9, 30.1, 0.0, 1988-01-01 12:00:00
-115.86666666666667, 30.1, -45.601937741109154, 1988-01-01 12:00:00
-115.86666666666667, 30.1, -34.20145330583186, 1988-01-01 12:00:00
-115.86666666666667, 30.1, -22.800968870554577, 1988-01-01 12:00:00
-115.86666666666667, 30.1, -11.400484435277292, 1988-01-01 12:00:00
-115.86666666666667, 30.1, 0.0, 1988-01-01 12:00:00
-115.83333333333333, 30.1, -31.739781177812738, 1988-01-01 12:00:00
-115.83333333333333, 30.1, -23.80483588335955, 1988-01-01 12:00:00
-115.83333333333333, 30.1, -15.869890588906369, 1988-01-01 12:00:00
-115.83333333333333, 30.1, -7.934945294453186, 1988-01-01 12:00:00
-115.83333333333333, 30.1, 0.0, 1988-01-01 12:00:00
-115.9, 30.133333333333333, -66.87829137164368, 1988-01-01 12:00:00
-115.9, 30.133333333333333, -50.15871852873276, 1988-01-01 12:00:00
-115.9, 30.133333333333333, -33.43914568582184, 1988-01-01 12:00:00
-115.9, 30.133333333333333, -16.71957284291092, 1988-01-01 12:00:00
-115.9, 30.133333333333333, 0.0, 1988-01-01 12:00:00
-115.86666666666667, 30.133333333333333, -46.83842524271415, 1988-01-01 12:00:00
-115.86666666666667, 30.133333333333333, -35.128818932035614, 1988-01-01 12:00:00
-115.86666666666667, 30.133333333333333, -23.419212621357076, 1988-01-01 12:00:00
-115.86666666666667, 30.133333333333333, -11.709606310678538, 1988-01-01 12:00:00
-115.86666666666667, 30.133333333333333, 0.0, 1988-01-01 12:00:00
-115.83333333333333, 30.133333333333333, -32.73132000759803, 1988-01-01 12:00:00
-115.83333333333333, 30.133333333333333, -24.548490005698522, 1988-01-01 12:00:00
-115.83333333333333, 30.133333333333333, -16.365660003799015, 1988-01-01 12:00:00
-115.83333333333333, 30.133333333333333, -8.182830001899507, 1988-01-01 12:00:00
-115.83333333333333, 30.133333333333333, 0.0, 1988-01-01 12:00:00
-115.9, 30.166666666666668, -72.15280189844995, 1988-01-01 12:00:00
-115.9, 30.166666666666668, -54.11460142383746, 1988-01-01 12:00:00
-115.9, 30.166666666666668, -36.076400949224976, 1988-01-01 12:00:00
-115.9, 30.166666666666668, -18.038200474612488, 1988-01-01 12:00:00
-115.9, 30.166666666666668, 0.0, 1988-01-01 12:00:00
-115.86666666666667, 30.166666666666668, -52.02461786316179, 1988-01-01 12:00:00
-115.86666666666667, 30.166666666666668, -39.01846339737134, 1988-01-01 12:00:00
-115.86666666666667, 30.166666666666668, -26.012308931580893, 1988-01-01 12:00:00
-115.86666666666667, 30.166666666666668, -13.006154465790445, 1988-01-01 12:00:00
-115.86666666666667, 30.166666666666668, 0.0, 1988-01-01 12:00:00
-115.83333333333333, 30.166666666666668, -36.54503130942202, 1988-01-01 12:00:00
-115.83333333333333, 30.166666666666668, -27.408773482066515, 1988-01-01 12:00:00
-115.83333333333333, 30.166666666666668, -18.27251565471101, 1988-01-01 12:00:00
